Original Viral population,Original Host,Final_score,CRISPR score,Prophage blast score,WIsH score,Number of CRISPR matches,Max number of end mismatches detected in any CRISPR spacer,Prophage blast percent identity,Prophage blast viral contig coverage,tRNA match,Max number of end mismatches detected in host tRNA,Non-promiscuous tRNA match score,WIsH p-value,Viral population,Predicted host
Contig120494257||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0198112,Virus_032070,BAC_Host_072
Contig120631745||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000416596,Virus_032134,BAC_Host_072
Contig120667989||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000546474,Virus_032152,BAC_Host_072
Contig120882886||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000235609,Virus_032250,BAC_Host_072
Contig120996458||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0108056,Virus_032285,BAC_Host_072
Contig121002441||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000389385,Virus_032287,BAC_Host_072
Contig121056932||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000249146,Virus_032308,BAC_Host_072
Contig121301191||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000108124,Virus_032394,BAC_Host_072
Contig121360622||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00770668,Virus_032421,BAC_Host_072
Contig121390507||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0389878,Virus_032435,BAC_Host_072
Contig121563590||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000925279,Virus_032514,BAC_Host_072
Contig121665091||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0265146,Virus_032559,BAC_Host_072
Contig122179281||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000311141,Virus_032778,BAC_Host_072
Contig122209231||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000221155,Virus_032795,BAC_Host_072
Contig122418667||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000236876,Virus_032872,BAC_Host_072
Contig122430577||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00167448,Virus_032878,BAC_Host_072
Contig122436591||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000381287,Virus_032881,BAC_Host_072
Contig122550669||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000171714,Virus_032921,BAC_Host_072
Contig122693798||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000285531,Virus_032965,BAC_Host_072
Contig122743113||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00563892,Virus_032980,BAC_Host_072
Contig122813787||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000218728,Virus_033003,BAC_Host_072
Contig122855769||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0203197,Virus_033014,BAC_Host_072
Contig122987639||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00437309,Virus_033071,BAC_Host_072
Contig122987640||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00671956,Virus_033072,BAC_Host_072
Contig123011572||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0499469,Virus_033081,BAC_Host_072
Contig123137290||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0233562,Virus_033116,BAC_Host_072
Contig12314529||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000289119,Virus_002326,BAC_Host_072
Contig123413409||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000570552,Virus_033250,BAC_Host_072
Contig123430998||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000127584,Virus_033256,BAC_Host_072
Contig123439065||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0249293,Virus_033260,BAC_Host_072
Contig123526952||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0281872,Virus_033306,BAC_Host_072
Contig123676850||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0152123,Virus_033365,BAC_Host_072
Contig123862565||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0188012,Virus_033419,BAC_Host_072
Contig123862570||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00277176,Virus_033420,BAC_Host_072
Contig124150417||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0435104,Virus_033511,BAC_Host_072
Contig124234220||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0379914,Virus_033545,BAC_Host_072
Contig124341943||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0095882,Virus_033587,BAC_Host_072
Contig124455846||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00477462,Virus_033620,BAC_Host_072
Contig124647500||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0191293,Virus_033692,BAC_Host_072
Contig124647512||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0144912,Virus_033696,BAC_Host_072
Contig124779423||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00489396,Virus_033755,BAC_Host_072
Contig124971783||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041909,Virus_033828,BAC_Host_072
Contig124977878||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000593748,Virus_033831,BAC_Host_072
Contig125013879||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031628,Virus_033837,BAC_Host_072
Contig125056022||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.032441,Virus_033854,BAC_Host_072
Contig125398443||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00206157,Virus_033993,BAC_Host_072
Contig12540800||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000491565,Virus_002368,BAC_Host_072
Contig125422388||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00121127,Virus_034004,BAC_Host_072
Contig125464502||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000310657,Virus_034020,BAC_Host_072
Contig125470515||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000181883,Virus_034023,BAC_Host_072
Contig125488526||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254559,Virus_034033,BAC_Host_072
Contig125812767||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014825,Virus_034114,BAC_Host_072
Contig125956586||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000400416,Virus_034167,BAC_Host_072
Contig125956587||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000227713,Virus_034168,BAC_Host_072
Contig125956588||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000150551,Virus_034169,BAC_Host_072
Contig126088661||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000740815,Virus_034215,BAC_Host_072
Contig126100672||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000310492,Virus_034219,BAC_Host_072
Contig126257902||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0126514,Virus_034264,BAC_Host_072
Contig126287020||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00367618,Virus_034270,BAC_Host_072
Contig126287041||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000711188,Virus_034271,BAC_Host_072
Contig126378900||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00161307,Virus_034295,BAC_Host_072
Contig126485752||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000920717,Virus_034341,BAC_Host_072
Contig126485753||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000347621,Virus_034342,BAC_Host_072
Contig126485756||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00222065,Virus_034344,BAC_Host_072
Contig126527891||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0396364,Virus_034358,BAC_Host_072
Contig126750345||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00438694,Virus_034461,BAC_Host_072
Contig126780394||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0122111,Virus_034469,BAC_Host_072
Contig126858166||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000626349,Virus_034495,BAC_Host_072
Contig127110593||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000293097,Virus_034583,BAC_Host_072
Contig127140639||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011308,Virus_034615,BAC_Host_072
Contig127248909||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00182533,Virus_034656,BAC_Host_072
Contig127267766||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000153104,Virus_034659,BAC_Host_072
Contig127284845||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000179246,Virus_034676,BAC_Host_072
Contig127290798||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0308447,Virus_034682,BAC_Host_072
Contig127308814||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000632503,Virus_034689,BAC_Host_072
Contig127368846||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00167293,Virus_034725,BAC_Host_072
Contig127561042||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000195359,Virus_034798,BAC_Host_072
Contig127561046||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000913887,Virus_034800,BAC_Host_072
Contig127579130||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00636183,Virus_034813,BAC_Host_072
Contig127754013||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000382927,Virus_034891,BAC_Host_072
Contig127904093||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00164155,Virus_034953,BAC_Host_072
Contig127947588||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0113945,Virus_034967,BAC_Host_072
Contig128012411||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00135131,Virus_035008,BAC_Host_072
Contig128054480||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0425661,Virus_035021,BAC_Host_072
Contig128066622||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000333579,Virus_035029,BAC_Host_072
Contig128247066||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0282844,Virus_035105,BAC_Host_072
Contig128325421||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0111815,Virus_035150,BAC_Host_072
Contig128334811||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0459583,Virus_035158,BAC_Host_072
Contig128434075||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00505873,Virus_035194,BAC_Host_072
Contig128478024||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00163342,Virus_035210,BAC_Host_072
Contig128494445||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000353348,Virus_035215,BAC_Host_072
Contig128512671||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00373595,Virus_035225,BAC_Host_072
Contig128548847||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00350348,Virus_035242,BAC_Host_072
Contig128717845||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00022033,Virus_035322,BAC_Host_072
Contig128917400||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0480286,Virus_035439,BAC_Host_072
Contig128989960||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0317654,Virus_035469,BAC_Host_072
Contig129044123||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0220071,Virus_035498,BAC_Host_072
Contig129098478||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0111275,Virus_035514,BAC_Host_072
Contig129154232||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0297804,Virus_035548,BAC_Host_072
Contig129213465||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0490818,Virus_035576,BAC_Host_072
Contig1292670||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0163608,Virus_000227,BAC_Host_072
Contig129454629||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0367682,Virus_035686,BAC_Host_072
Contig129539231||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000959867,Virus_035730,BAC_Host_072
Contig129677890||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000175378,Virus_035785,BAC_Host_072
Contig129919653||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000100509,Virus_035869,BAC_Host_072
Contig130009831||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000563016,Virus_035891,BAC_Host_072
Contig130306144||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0217086,Virus_036012,BAC_Host_072
Contig130463904||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00570008,Virus_036073,BAC_Host_072
Contig131389419||lt2gene,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000153198,Virus_049256,BAC_Host_072
Contig131425483||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0303069,Virus_036432,BAC_Host_072
Contig131770801||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00164196,Virus_036594,BAC_Host_072
Contig131813879||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0245748,Virus_036615,BAC_Host_072
Contig131970675||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00258795,Virus_036678,BAC_Host_072
Contig131982837||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0266792,Virus_036684,BAC_Host_072
Contig132219741||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022827,Virus_036803,BAC_Host_072
Contig132250101||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000592509,Virus_036812,BAC_Host_072
Contig132341705||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049925,Virus_036856,BAC_Host_072
Contig132414126||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0166468,Virus_036885,BAC_Host_072
Contig132494846||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000177246,Virus_036918,BAC_Host_072
Contig132608782||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00042202,Virus_036966,BAC_Host_072
Contig132707865||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0211663,Virus_037015,BAC_Host_072
Contig132918296||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00527181,Virus_037105,BAC_Host_072
Contig132991106||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00391592,Virus_037133,BAC_Host_072
Contig133021580||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0349862,Virus_037142,BAC_Host_072
Contig133130882||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0342684,Virus_037197,BAC_Host_072
Contig13327400||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000513979,Virus_002501,BAC_Host_072
Contig133308161||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000619321,Virus_037284,BAC_Host_072
Contig133331104||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0125677,Virus_037299,BAC_Host_072
Contig133440794||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0101642,Virus_037350,BAC_Host_072
Contig133659084||lt2gene,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00251607,Virus_049280,BAC_Host_072
Contig133689701||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.07954E-11,Virus_037454,BAC_Host_072
Contig133695637||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000428156,Virus_037456,BAC_Host_072
Contig133707828||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0131984,Virus_037467,BAC_Host_072
Contig133744269||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0424613,Virus_037487,BAC_Host_072
Contig133744273||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00737444,Virus_037488,BAC_Host_072
Contig133781724||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000114024,Virus_037504,BAC_Host_072
Contig133792836||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000111145,Virus_037510,BAC_Host_072
Contig133859680||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0194358,Virus_037539,BAC_Host_072
Contig133969233||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00117317,Virus_037603,BAC_Host_072
Contig134170145||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00612082,Virus_037701,BAC_Host_072
Contig134249184||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000551496,Virus_037728,BAC_Host_072
Contig13445988||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00753861,Virus_002531,BAC_Host_072
Contig134493042||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000584771,Virus_037841,BAC_Host_072
Contig134554042||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000679177,Virus_037870,BAC_Host_072
Contig134572189||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0382205,Virus_037880,BAC_Host_072
Contig134681782||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000423152,Virus_037934,BAC_Host_072
Contig134706027||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0273652,Virus_037939,BAC_Host_072
Contig134707379||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00104167,Virus_037944,BAC_Host_072
Contig134736803||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0139152,Virus_037955,BAC_Host_072
Contig134785348||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0443554,Virus_037978,BAC_Host_072
Contig134809543||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00268687,Virus_037988,BAC_Host_072
Contig134815600||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00375529,Virus_037992,BAC_Host_072
Contig134822144||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000487434,Virus_037995,BAC_Host_072
Contig134852338||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0247603,Virus_038009,BAC_Host_072
Contig13516077||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0474397,Virus_002546,BAC_Host_072
Contig135290421||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00419826,Virus_038145,BAC_Host_072
Contig135339182||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0113779,Virus_038161,BAC_Host_072
Contig135498086||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0173807,Virus_038225,BAC_Host_072
Contig135644750||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000441143,Virus_038284,BAC_Host_072
Contig135650526||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000298367,Virus_038294,BAC_Host_072
Contig135694240||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000164067,Virus_038317,BAC_Host_072
Contig135717288||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00893077,Virus_038324,BAC_Host_072
Contig135808933||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0225488,Virus_038359,BAC_Host_072
Contig135937163||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000132006,Virus_038419,BAC_Host_072
Contig135937166||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026348,Virus_038420,BAC_Host_072
Contig135943314||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0128795,Virus_038425,BAC_Host_072
Contig136010562||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000105871,Virus_038451,BAC_Host_072
Contig136114121||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0264122,Virus_038504,BAC_Host_072
Contig136315738||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001795,Virus_038598,BAC_Host_072
Contig136315790||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00231991,Virus_038599,BAC_Host_072
Contig136449752||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00532784,Virus_038661,BAC_Host_072
Contig136492731||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000634532,Virus_038687,BAC_Host_072
Contig136529366||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037322,Virus_038697,BAC_Host_072
Contig136590828||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00515629,Virus_038719,BAC_Host_072
Contig136895675||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0202364,Virus_038880,BAC_Host_072
